company_name,security_name,company_url,trading_code,scrip_code,isin,last_trading_price,last_trading_yield,closing_price,last_update,days_range,change_prev,change_next,days_value,fiftytwo_weeks_moving_range,opening_price,days_volume,adjusted_opening_price,days_trade,yesterday_closing_price,market_capitalization,remaining_maturity,issuer,tenure,issue_date,cupon_rate,debut_trading_date_basic,cupon_frequency,maturity_date,security_catagory,electronic_share_basic,year_basis,authorized_capital,debut_trading_date,paid_up_capital,type_of_instrument,face_par_value,market_lot,total_outstanding_security,sector,address_head_office,address_factory,address_issuer,concern_department,contact_phone,fax,email,web,company_secretary_name,secretary_cell_no,secretary_telephone_no,secratary_email,listing_year,market_catagory,electronic_share,share_holding_percent_1,sponsor_or_director_1,govt_1,institute_1,foreign_1,public_1,share_holding_percent_2,sponsor_or_director_2,govt_2,institute_2,foreign_2,public_2,share_holding_percent_3,sponsor_or_director_3,govt_3,institute_3,foreign_3,public_3,remarks
Square Pharmaceuticals Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=SQURPHARMA,SQURPHARMA,18473,N/A,209.80,N/A,209.80,3:10 PM,209.80 - 209.80,0,0.00%,79.55,207.50 - 235.60,209.80,"379,170.00",209.80,263,209.80,"185,977.422",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"10,000.00",N/A,"8,864.51",Equity,10.0,1,"886,451,010",Pharmaceuticals & Chemicals,"Square Centre, 48, Mohakhali C/A, Dhaka - 1212","Pabna Unit: Square Road, Salgaria, Pabna, Bangladesh. Dhaka Unit: Board Ghar Bazar, Kaliakoir, Gazipur, Bangladesh",N/A,N/A,"880-2-8833047-56, 02222295007,02222285870","258815336, 02222263896",cs@squaregroup.com,http://www.squarepharma.com.bd,Khandaker Habibuzzaman,+88 01713 328 886,"880-2-8833047-56, 02222295007,02222285870  Ex- 229",khandaker@squaregroup.com,1995,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",34.57,0.00,13.45,15.27,36.71,"Share Holding Percentage
                    [as on Sep 30, 2022]",34.67,0.00,14.87,13.43,37.03,"Share Holding Percentage
                    [as on Oct 31, 2022]",34.67,0.00,15.03,13.29,37.01,N/A
S. S. Steel Limited,N/A,https://www.dsebd.org/displayCompany.php?name=SSSTEEL,SSSTEEL,13245,N/A,16.60,N/A,16.60,3:10 PM,16.60 - 16.60,0,0.00%,0.02,16.00 - 22.30,16.60,920.00,16.60,5,16.60,"5,455.311",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,000.00","17 Jan, 2019","3,286.33",Equity,10.0,1,"328,633,200",Engineering,"The Pearl Trade Center, Cha - 90/3 Pragati Sarani, North Badda, Dhaka-1212",N/A,N/A,N/A,+88-02-222297544  &  +88-02-222292346 Ext-102,88 02 9815968,"mostafizur.rahman@sssteel.biz , info@sssteel.biz",http://www.sssteel.biz,Md. Mostafizur Rahman,+8801717406280,+88-02-222297544  &  +88-02-222292346 Ext-102,mostafizur.rahman@sssteel.biz,2019,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",31.79,0.00,14.68,0.00,53.53,"Share Holding Percentage
                    [as on Sep 30, 2022]",31.79,0.00,11.23,0.00,56.98,"Share Holding Percentage
                    [as on Oct 31, 2022]",31.79,0.00,11.24,0.00,56.97,"Tk. 802,540,193 Revaluation Reserve has been added to reserve and surplus."
Standard Ceramic Industries Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=STANCERAM,STANCERAM,24626,N/A,N/A,N/A,147.00,3:10 PM,N/A,N/A,-100.00%,N/A,122.00 - 187.90,N/A,N/A,147.00,N/A,147.00,949.716,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100.00,N/A,64.61,Equity,10.0,1,"6,460,650",Ceramics Sector,"Amin Court  (3rd Floor ), 62 - 63, Motijheel C/A, Dhaka - 1000","Saydana KB Bazar, Joydevpur, Gazipur-1700",N/A,N/A,"+880-2-223381947-8, Ext-14",+880-2-223381950,info@standardceramic.net,http://www.standardceramic.net,Jamal Uddin Bhuiyan,+88 01575 648 846,880-2-223381947-8 Ext-14,info @standardceramic.net,1996,B,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",30.50,0.00,5.82,0.00,63.68,"Share Holding Percentage
                    [as on Sep 30, 2022]",30.50,0.00,4.48,0.00,65.02,"Share Holding Percentage
                    [as on Oct 31, 2022]",30.50,0.00,3.96,0.00,65.54,"Tk 25,592,345 Revaluation Reserve has been added to Reserve & Surplus."
Standard Insurance Limited,N/A,https://www.dsebd.org/displayCompany.php?name=STANDARINS,STANDARINS,25737,N/A,49.20,N/A,49.20,3:10 PM,49.20 - 49.20,0,0.00%,0.03,46.50 - 83.80,49.20,500.00,49.20,1,49.20,"2,130.192",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,000.00",N/A,432.97,Equity,10.0,1,"43,296,592",Insurance,"Civil Engineer\'s Bhaban, 69, Mohakhali C/A, (5th Level), Dhaka-1212, Bangladesh.",N/A,N/A,N/A,"02222280706, 02222281435, 02222288548",58812756,info@standardinsurance.com.bd,http://www.standardinsurance.com.bd,Mohammad Kowser Munshi,+88 01819 260 838,"02222280706, 02222281435, 02222288548  (Ext-102)",kowser@standardinsurance.com.bd,2008,A,Y,"Share Holding Percentage
                    [as on Dec 31, 2021 (year ended)]",65.32,0.00,13.52,0.00,21.16,"Share Holding Percentage
                    [as on Sep 30, 2022]",64.28,0.00,13.19,0.00,22.53,"Share Holding Percentage
                    [as on Oct 31, 2022]",64.28,0.00,12.98,0.00,22.74,N/A
Standard Bank Limited,N/A,https://www.dsebd.org/displayCompany.php?name=STANDBANKL,STANDBANKL,11125,N/A,N/A,N/A,8.80,3:10 PM,N/A,N/A,-100.00%,N/A,8.70 - 11.30,N/A,N/A,8.80,N/A,8.80,"9,346.258",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"15,000.00",N/A,"10,620.00",Equity,10.0,1,"1,062,074,773",Bank,"Metropoliton Chamber, 122 - 124 Motijheel C/A (3rd Floor),  Dhaka - 1000",N/A,N/A,N/A,"(8802) 7175698, 7169134, 9558375","88 - 02 - 7176367, 7169078",share@standardbankbd.com,http://www.standardbankbd.com/,"Md. Ali Reza, FCMA, CIPA (Acting Company Secretary)",01999055536,N/A,board@standardbankbd.com,2003,B,Y,"Share Holding Percentage
                    [as on Dec 31, 2021 (year ended)]",38.92,0.00,25.30,0.41,35.37,"Share Holding Percentage
                    [as on Sep 30, 2022]",36.37,0.00,28.03,0.38,35.22,"Share Holding Percentage
                    [as on Oct 31, 2022]",36.19,0.00,28.24,0.38,35.19,N/A
Stylecraft Limited,N/A,https://www.dsebd.org/displayCompany.php?name=STYLECRAFT,STYLECRAFT,17408,N/A,105.50,N/A,105.50,3:10 PM,105.50 - 105.50,0,0.00%,0.03,95.60 - 145.40,105.50,290.00,105.50,3,105.50,"1,464.841",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.00,N/A,138.85,Equity,10.0,1,"13,884,750",Textile,"Red Crescent Concord Tower 14th Floorrn17, Mohakhali C/ArnDhaka-1212, Bangladesh",N/A,N/A,N/A,"222293523, 222285127, 222260872",N/A,mahimtanim3429@gmail.com,http://www.stylecraftltd.com,Mr. Edmund Guda,01711527578,222260343 -extension-104,gudaedmund@yahoo.com;,1983,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",38.81,0.00,8.13,0.00,53.06,"Share Holding Percentage
                    [as on Sep 30, 2022]",38.81,0.00,0.00,0.00,61.19,"Share Holding Percentage
                    [as on Oct 31, 2022]",38.81,0.00,0.00,0.00,61.19,N/A
Summit Power Limited,N/A,https://www.dsebd.org/displayCompany.php?name=SUMITPOWER,SUMITPOWER,15306,N/A,34.00,N/A,34.00,3:10 PM,34.00 - 34.00,0,0.00%,0.03,33.30 - 42.40,34.00,951.00,34.00,6,34.00,"36,307.826",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"15,000.00",N/A,"10,679.00",Equity,10.0,1,"1,067,877,239",Fuel & Power,"Summit Centre (9th floor), 18, Karwan Bazar C/A, Dhaka-1215",N/A,N/A,N/A,"'[+8802] 55012255-59,  Ext - 151, 500, 255,  01708804819",55012260,'spl.investorrelations@summit-centre.com,http://www.summitpowerinternational.com/SPL,Swapon Kumar Pal FCA,01711 623 171,"+8802] 55012255-59, Ext. - 148",swapon.pal@summit-centre.com,2005,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]",63.21,0.00,18.77,3.65,14.37,"Share Holding Percentage
                    [as on Sep 30, 2022]",63.21,0.00,18.70,3.65,14.44,"Share Holding Percentage
                    [as on Oct 31, 2022]",63.21,0.00,18.64,3.65,14.50,"TK 859,348,728 Revaluation Surplus has been added to Reserve."
Sunlife Insurance Company Limited,N/A,https://www.dsebd.org/displayCompany.php?name=SUNLIFEINS,SUNLIFEINS,25746,N/A,59.40,N/A,59.40,3:10 PM,59.40 - 60.20,0,0.00%,13.18,32.30 - 77.20,59.40,"221,810.00",59.40,325,59.40,"2,124.185",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.00,"31 Jan, 2013",357.61,Equity,10.0,1,"35,760,690",Insurance,"BTA Tower, 29 Kemal Ataturk Avenue, Road No-17. Banani. Dhaka",N/A,N/A,N/A,9821562 9821563 9821564,9821565,sunlife@dtechltd.com,http://www.sunlifeinsbd.com,Md Abdul Aziz,+88 01717 209 439,9821562 9821563 9821564 Ext: 107,rezaul310315@gmail.com,2013,B,Y,"Share Holding Percentage
                    [as on Dec 31, 2021 (year ended)]",40.80,0.00,25.06,0.00,34.14,"Share Holding Percentage
                    [as on Sep 30, 2022]",40.80,0.00,17.69,0.00,41.51,"Share Holding Percentage
                    [as on Oct 31, 2022]",38.29,0.00,17.08,0.00,44.63,"TK 327,790,897 Revaluation Reserve has been added Reserve & Surplus."
Takaful Islami Insurance Limited,N/A,https://www.dsebd.org/displayCompany.php?name=TAKAFULINS,TAKAFULINS,25736,N/A,47.40,N/A,47.40,3:10 PM,47.40 - 47.40,0,0.00%,0.08,45.90 - 82.90,47.40,"1,610.00",47.40,4,47.40,"2,018.623",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,000.00",N/A,425.87,Equity,10.0,1,"42,586,977",Insurance,"Monir Tower(7th, 8th, & 9th Floors),167/1, DIT Extension Road, Motijheel (Fakirapool), Dhaka-1000",N/A,N/A,N/A,41070071-3,88-02-41070083,takaful@dhaka.net,http://www.takaful.com.bd,Mohammad Shaheen Miah,01711-409253,PABX : 41070071-3 (Ext. 104)    41070084 (Direct),takaful@ dhaka.net,2008,A,Y,"Share Holding Percentage
                    [as on Dec 31, 2021 (year ended)]",52.34,0.00,16.24,0.08,31.34,"Share Holding Percentage
                    [as on May 31, 2022]",48.26,0.00,16.72,0.07,34.95,"Share Holding Percentage
                    [as on Jun 30, 2022]",48.26,0.00,15.54,0.07,36.13,N/A
Tallu Spinning Mills Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=TALLUSPIN,TALLUSPIN,17417,N/A,10.30,N/A,10.30,3:10 PM,10.30 - 10.30,0,0.00%,N/A,9.00 - 14.60,10.30,38.00,10.30,2,10.30,920.154,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,000.00",N/A,893.35,Equity,10.0,1,"89,335,375",Textile,"South Avenue Tower(6th Floor),House# 50, Road# 03, Gulshan-1, Dhaka-1212.",N/A,N/A,N/A,"88-02-222262803, 88-02-222260264, 88-02-222260458",88-02-222262803,companysecretary.btg@gmail.com,http://www.tsml.com.bd,"Mohammad Zaman, ACS, LL.M",8801726128969,"88-02-222262803, 88-02-222260264, 88-02-222260458",companysecretary.btg@gmail.com,1990,Z,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",30.00,0.00,21.67,0.16,48.17,"Share Holding Percentage
                    [as on Aug 31, 2022]",30.00,0.00,20.33,0.16,49.51,"Share Holding Percentage
                    [as on Sep 30, 2022]",30.00,0.00,20.30,0.16,49.54,"1. TK. 2,281,365,711 Revaluation Surplus has been added to Reserve & Surplus."
Tamijuddin Textile Mills Limited,N/A,https://www.dsebd.org/displayCompany.php?name=TAMIJTEX,TAMIJTEX,17419,N/A,178.30,N/A,178.30,3:10 PM,178.30 - 178.30,0,0.00%,0.34,119.10 - 309.90,178.30,"1,885.00",178.30,16,178.30,"5,360.548",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,350.00,"13 Jun, 2021",300.65,Equity,10.0,1,"30,064,767",Textile,"Anabil Tower, 14th & 15th Floor, Plot:03, Block# NW (J), Kemal Ataturk Avenue, Gulshan-02, Dhaka-1212.","BSCIC Shilpa Alaka, Konabari, Gazipur Sadar, Gazipur-1747.",N/A,N/A,09639203070,0,cs.tamijtextile@gmail.com,http://www.tamijuddintextile.com,Bidyut Kumar Roy,+88 01755 555 257,09639203070,cs.tamijtextile@gmail.com,1992,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",56.22,0.00,0.00,0.00,43.78,"Share Holding Percentage
                    [as on Sep 30, 2022]",61.23,0.00,0.39,0.00,38.38,"Share Holding Percentage
                    [as on Oct 31, 2022]",61.23,0.00,0.39,0.00,38.38,"TK 1,787,757,617 Revaluation Reserve has been added to Reserve & Surplus."
N/A,10Y BGTB 09/01/2023,https://www.dsebd.org/displayCompany.php?name=TB10Y0123,TB10Y0123,88243,BD0923261103,N/A,N/A,100.49,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,100.49,N/A,100.50,"7,035.000","0 years, 1 months, 6 days",Bangladesh Bank,10 Years,"09 Jan, 2013",11.9,"10 Oct, 2022",2,"09 Jan, 2023",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"70,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,10Y BGTB 20/01/2026,https://www.dsebd.org/displayCompany.php?name=TB10Y0126,TB10Y0126,88240,BD0926271109,N/A,N/A,99.52,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,99.52,N/A,99.53,"25,877.800","3 years, 1 months, 17 days",Bangladesh Bank,10 Years,"20 Jan, 2016",7.39,"10 Oct, 2022",2,"20 Jan, 2026",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"260,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,10Y BGTB 18/01/2027,https://www.dsebd.org/displayCompany.php?name=TB10Y0127,TB10Y0127,88323,BD0927251100,N/A,N/A,96.77,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,96.77,N/A,97.00,"25,220.000","4 years, 1 months, 15 days",Bangladesh Bank,10 Years,"18 Jan, 2017",6.77,"10 Oct, 2022",2,"18 Jan, 2027",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"260,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,10Y BGTB 22/01/2030,https://www.dsebd.org/displayCompany.php?name=TB10Y0130,TB10Y0130,88396,BD0930261104,N/A,N/A,105.60,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,105.60,N/A,105.70,"42,280.000","7 years, 1 months, 19 days",Bangladesh Bank,10 Years,"22 Jan, 2020",9.15,"10 Oct, 2022",2,"22 Jan, 2030",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"400,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,10Y BGTB 19/01/2032,https://www.dsebd.org/displayCompany.php?name=TB10Y0132,TB10Y0132,88431,BD0932691100,N/A,N/A,93.43,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,93.43,N/A,93.56,"42,102.000","9 years, 1 months, 16 days",Bangladesh Bank,10 Years,"19 Jan, 2022",7.1,"10 Oct, 2022",2,"19 Jan, 2032",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"450,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,10Y BGTB 13/02/2023,https://www.dsebd.org/displayCompany.php?name=TB10Y0223,TB10Y0223,88244,BD0923301107,N/A,N/A,100.96,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,100.96,N/A,100.97,"7,067.900","0 years, 2 months, 10 days",Bangladesh Bank,10 Years,"13 Feb, 2013",12,"10 Oct, 2022",2,"13 Feb, 2023",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"70,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,10Y BGTB 17/02/2031,https://www.dsebd.org/displayCompany.php?name=TB10Y0231,TB10Y0231,88415,BD0931301107,N/A,N/A,88.17,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,88.17,N/A,88.56,"39,852.000","8 years, 2 months, 14 days",Bangladesh Bank,10 Years,"17 Feb, 2021",6.01,"10 Oct, 2022",2,"17 Feb, 2031",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"450,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,10Y BGTB 13/03/2023,https://www.dsebd.org/displayCompany.php?name=TB10Y0323,TB10Y0323,88247,BD0923341103,N/A,N/A,101.38,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,101.38,N/A,101.39,"18,250.200","0 years, 3 months, 10 days",Bangladesh Bank,10 Years,"13 Mar, 2013",12.1,"10 Oct, 2022",2,"13 Mar, 2023",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"180,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,10Y BGTB 19/03/2024,https://www.dsebd.org/displayCompany.php?name=TB10Y0324,TB10Y0324,88271,BD0924351101,N/A,N/A,105.43,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,105.43,N/A,105.43,"15,287.350","1 years, 3 months, 16 days",Bangladesh Bank,10 Years,"19 Mar, 2014",11.75,"10 Oct, 2022",2,"19 Mar, 2024",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"145,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,10Y BGTB 10/04/2023,https://www.dsebd.org/displayCompany.php?name=TB10Y0423,TB10Y0423,88250,BD0923381109,N/A,N/A,101.75,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,101.75,N/A,101.77,"7,123.900","0 years, 4 months, 7 days",Bangladesh Bank,10 Years,"10 Apr, 2013",12.1,"10 Oct, 2022",2,"10 Apr, 2023",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"70,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,10Y BGTB 22/04/2025,https://www.dsebd.org/displayCompany.php?name=TB10Y0425,TB10Y0425,88292,BD0925381107,N/A,N/A,107.01,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,107.01,N/A,107.13,"29,996.400","2 years, 4 months, 19 days",Bangladesh Bank,10 Years,"22 Apr, 2015",10.72,"10 Oct, 2022",2,"22 Apr, 2025",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"280,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,10Y BGTB 17/04/2029,https://www.dsebd.org/displayCompany.php?name=TB10Y0429,TB10Y0429,88377,BD0929311100,N/A,N/A,98.56,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,98.56,N/A,98.60,"26,375.500","6 years, 4 months, 14 days",Bangladesh Bank,10 Years,"17 Apr, 2019",7.74,"10 Oct, 2022",2,"17 Apr, 2029",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"267,500,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,10Y BGTB 07/05/2030,https://www.dsebd.org/displayCompany.php?name=TB10Y0530,TB10Y0530,88400,BD0930381100,N/A,N/A,103.38,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,103.38,N/A,103.50,"46,575.000","7 years, 5 months, 4 days",Bangladesh Bank,10 Years,"07 May, 2020",8.74,"10 Oct, 2022",2,"07 May, 2030",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"450,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,10Y BGTB 19/05/2031,https://www.dsebd.org/displayCompany.php?name=TB10Y0531,TB10Y0531,88420,BD0931401105,N/A,N/A,85.88,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,85.88,N/A,85.98,"38,691.000","8 years, 5 months, 16 days",Bangladesh Bank,10 Years,"19 May, 2021",5.8,"10 Oct, 2022",2,"19 May, 2031",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"450,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,10Y BGTB 25/05/2032,https://www.dsebd.org/displayCompany.php?name=TB10Y0532,TB10Y0532,88436,BD0932851100,N/A,N/A,98.85,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,98.85,N/A,99.07,"42,600.100","9 years, 5 months, 22 days",Bangladesh Bank,10 Years,"25 May, 2022",8,"10 Oct, 2022",2,"25 May, 2032",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"430,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,10Y BGTB 20/06/2028,https://www.dsebd.org/displayCompany.php?name=TB10Y0628,TB10Y0628,88356,BD0928331109,N/A,N/A,97.97,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,97.97,N/A,97.97,"27,431.600","5 years, 6 months, 17 days",Bangladesh Bank,10 Years,"20 Jun, 2018",7.5,"10 Oct, 2022",2,"20 Jun, 2028",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"280,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
